Unnamed: 0,excerpt,target
2932,"afterdeck, with Phil and Tim and some of the passengers after it. I've never heard so much squealing. ""Come on Jack, help us catch the little bugger"" said Tim. I waited very calmly until exactly the right moment, then I fell on the animal, pinning it against the rail, with my arm round its neck in a headlock. It twisted and kicked and squealed and wriggled, but it couldn't get away and it couldn't bite me neither. Phil rushed to get the cage, and we pushed and shoved the pig in. ""That was a pretty clever move Jack"" he said. I smiled at him. ""I learnt it watching World Wrestling on TV."" ****** Next day we were running down the river when we spotted Johnny Blackman's straying houseboat, the one that Barney had seen going out into Broken Bay. It was coming back upstream, safe and sound after all. Half an hour later, we saw the same houseboat stuck fast in the middle of one of Bill Evans' oyster beds. Oyster beds have",-0.4979989004135132
2933,"a little. We thought all were off in the boats, except just a few of us ‒ the captain and some of the crew ‒ when I came across that little creature curled up on a rug down in the steerage, almost hidden by some dresses that had fallen across her. We all knew the ship was going to pieces before long, and there lay the baby, fast asleep. I took her up in my arms, and we were only just in time. We had only got clear of the ship when the waves conquered her. But our boat made the port, and the little waif became my care till Mrs. Corbett, then my landlady at Southampton offered to give her a home, and she has been with our good, kind friends ever since."" ""God bless you for it,"" said Hester to the old couple, ""and, oh, Harold, aunt will be thankful to you more than words can say. You will let me take Olive",-0.6686824837327003
2934,"pure joy, ""mama!"" She left Snorg's protective custody and ran into her rather astonished mother's arms. Her father stood at his wife's shoulder and held the infamous brother by the hand. They all looked with a combination of fear and awe upon the great dragon that towered over the farmstead and their nearest neighbors. ""What happened?"" gasped the first man, in some amazement and with no little joy, ""we were certain brigands had torched the house and murdered the entire family."" The woman sighed, but joy at the return of her daughter tinged her voice, ""it has been a very strange day. First the horses broke loose and we spent the better part of the morning chasing them around the yard. In the meantime, the girl went missing and we abandoned the horses to find the missing child, but in my haste I left the washing a bit too close",-0.6031099799275398
2935,"The beating stopped. She staggered to her feet. In a blur she spun around and panned the faces. _Job!_ Grabbing his arm she pulled herself close to him. The boys, some laughing, began to encircle them both. Why did the men in the back just stand and watch? She wanted out, to be back on the ship. She hugged Job's arm a little tighter. At least she was not alone. In one quick, smooth motion, he pulled his jackknife from its sheath and pointed it threateningly from young man to young man. Her eyes went wide. She carried a knife, but it had never occurred to her to use it. With her right arm, she clung to Job and fumbled to draw her knife with the other hand. The youth began to back off. Still clinging to Job, but with her knife held out, hopefully as menacingly as Job's, she backed into the darkness with him and walked briskly away. ""What do you think you were doing?"" She tried to answer, but Job shoved her ahead.",-0.308582387752831
2936,"were all eating the fine food and drinking the fine wine that had been supplied with the cabin. The next day while we were eating our noon meal I felt the ship lurch to one side. The movement was so violent it almost caused me to fall off of my chair. I heard a clanging noise then like some sort alarm had been set off. Gwen stood up quickly and then ran to the large glass doors. She pressed her noise against the glass while surveying the scene outside. ""Pirates!"" She yelled, frantically pointing through the glass. The rest of us ran up beside her and looked to where she was pointing. I saw a ship similar to ours about a mile away approaching quickly. I could see that the pirate ship had been made more streamlined then our own, this probably enabled it to outpace the Jambres. I saw too that the decks had been modified with large gangplanks standing vertically ready to be dropped for a boarding party. The Jambres made another violent turn, the pirate ship matched its course and pulled even closer. I saw a volley of arrows fly from the decks below us and pepper the",-0.3698987492918968
2937,"and the two new-comers were stretched dead beside him . At the sound of the gun the wild ducks in the rushes flew into the air , and for a few minutes the firing continued . Luckily for himself the duckling could not fly , and he floundered along through the water till he could hide himself amidst some tall ferns which grew in a hollow . But before he got there he met a huge creature on four legs , which he afterwards knew to be a dog , who stood and gazed at him with a long red tongue hanging out of his mouth . The duckling grew cold with terror , and tried to hide his head beneath his little wings ; but the dog snuffed at him and passed on , and he was able to reach his place of shelter . ' I am too ugly even for a dog to eat , ' said he to himself .",-0.6165979975461959
2938,"up all self-restraint; he could see it in her eyes. ""That I _did_ kill a dragon. Because nothing can stop me when I decide _I'm going home_."" _What is she talking about?_ Rib was astonished. _She's gone mad!_ ""Damara,"" Gavin said in soft tones. ""You need rest."" ""Stressful day,"" Jacinth agreed. ""Maybe you'll feel better tomorrow,"" Rib put in. ""Shut up!"" Damara yelled. ""He was going to kill Tide! I stopped him."" ""Kill _Tide_?"" Rib's mind was wrenched in a whole new direction. ""Who?"" ""You mean-"" Something seemed to dawn on Gavin. He stared at Damara with an expression that told Rib he knew something. ""You're the one that..."" Damara met Gavin's gaze. ""You know?"" Gavin swallowed. ""Tide told me about...but not who...It was you?"" She nodded once, her mouth a firm line. ""What are you talking about?"" Rib pleaded. It felt awful to be left in the dark like this. ""Gavin, what did Tide tell you?"" His friend looked at him. ""He really doesn't know anything, does he?"" Damara asked, still speaking to Gavin,",-1.03112419962883
2939,"escaped her lips. Mrs. Bannerworth, hearing the commotion ran into the room dressed only in her petticoats. The admiral was right behind her, his eyes as wide as saucers. ""Madam, may I say your stern-way is exceptional!"" ""Uncle,"" said Charles, ""Keep it in your pants. The vampire has attacked Flora!"" ""D — n me, and he's gone, too, and carried half the window with him. Look there!"" # Nobody here but us chickens by AM Carley It was literally true; the window, which was a long latticed one, was smashed through. Charles splashed water on Flora's face. As she came to, she put her hands to her face and called out incoherently. ""It's OK, Flora, it's OK,"" Henry said. ""Flora,"" said Charles, ""everyone here loves you. Look around the room - see? You're safe now."" ""He's gone?"" Flora opened her eyes wide and peered out. ""Nobody here but us chickens, honey,"" said Charles. ""Look around - See? You're among friends."" ""True friends and tried friends, my dear,"" said Admiral Bell, ""excepting me; and whenever you like to try me, afloat or ashore, d — n me, shew me Old",-0.9313281238079072
2940,"In a few minutes those Ducks would be where he could shoot them . `` Bang , bang '' went that gun below him again . With a roar of wings , Dusky and his flock were in the air and away . That hunter stood up and said things , and they were not nice things . He knew that those Ducks would not come back again that night , and that once more he must go home empty-handed . But first he would find out who that other hunter was and what luck he had had , so he tramped down the shore to where that gun had seemed to be . He found the blind of Farmer Brown 's boy , but there was no one there . You see , as soon as he had fired his gun the last time , Farmer Brown 's boy had slipped out and away . And as he tramped across the Green Meadows toward home with his gun , he chuckled .",-0.8971932578086853
2941,"closes her suitcase and carries it to the front of the house. Her father will pick her up in an hour. It is hard to say goodbye to her friends but she promises she will come to visit and of course they can visit her in the city. Her father doesn't come that day. He calls and demands that her grandfather brings her to the city; and of course her grandfather obliges as an excuse to spend the last hours with Sandra. She tries very hard not to cry when he leaves, but tears flow down her pretty cheeks. She allows herself to hold her grandfather tightly forever. Before she finishes, her tough, old grandfather is weeping openly. Then she steps back and holds his hand. ""I love you, Grandpa. Tell Grandma, how much I'll miss her."" ""It's not so bad, Sandra,"" he says through his tears, ""we will come visit you and you will come visit us. It will all work out. You know it always does."" But she is not so sure, this time. Things always work out if it is her Grandpa and Grandma",0.32101225413382056
2942,"eaten me when you had me in the air. Now you're going to have to fight for your meal. Come on!"" the woodchuck shouted, grabbing his scarf. Then with balled fists, he rotated around as if to say: ""If you come near me, I'm going to punch the both of you out."" But Hawk and Worm look at each other, dumbfounded and without anymore sense than the muddy rock on which the woodchuck stood. ""I wasn't going to eat you. Were you, Worm?"" Hawk asked. ""Well, to be honest with the both of you, ugh... A piece of you maybe, ugh..., but all of you na, too much rat meat is too much grease on my stomach. And, hum, that's not good for my body!"" The woodchuck dropped his fists, gave Worm more than a brief look. He was agape, eyes wide, and turned his entire body away from the two birds. ""You have to excuse Worm. He slept on the wrong side of the nest last night. He is a little senile. Then he hasn't had his brunch,",-0.5729942893981934
2943,"I know it was nothing I had done. I am half molted, like a plucked chicken ready for the pot, covered in blood both his and my own, and I am trapped under his bulk. I draw my feet up laying them on the hawk's gut and push up and to the left, knocking the bird off of me. That is when I see it, a small stick, skewered in the hawk's left eye. Squeaks scrambles out from beneath the hawk. He is breathing heavy and seems just a little dazed. ""Sorry it took so long for me to help you out Mist."" He says sheepishly. I cannot help but laugh before exhaustion and my injuries engulf me in the sweet embrace of unconsciousness once again. Chapter Five It takes us a few days to recuperate from the hawk incident. My wing is still not fully healed, I doubt I will ever fly properly again, but at least I can fly at all. Squeaks is as chipper as can be. I only wish he had some other mice he could tell the tale of his heroics to. The moon rises",-0.8911472856998444
2944,"He could never have jumped so high . He only deceived you because he wanted something for supper . ' And with these words the heron flew off . He had hardly got out of sight when again the jackal came creeping slowly round the foot of the rock . And when he saw the dove he cried out a second time , ` Ohe , ohe , mother dove ! give me one of your little ones , or I will jump on your nest and eat you all up . ' This time the dove knew better , and she answered boldly , ` Indeed , I shall do nothing of the sort , ' though her heart beat wildly with fear when she saw the jackal preparing for a spring . However , he only cut himself against the rock , and thought he had better stick to threats , so he started again with his old cry , ` Mother dove , mother dove ! be quick and give me one of your little ones , or I will eat you all up . '",-0.7882750901579857
2945," The steel hulled steamer measured 416 feet 6 inches ( 126 @.@ 9 m ) length overall , 86 feet 6 inches ( 26 @.@ 4 m ) beam over all , 44 feet ( 13 @.@ 4 m ) molded beam , 14 feet 2 inches ( 4 @.@ 3 m ) depth and 8 feet 6 inches ( 2 @.@ 6 m ) draft . The ship 's tonnage was 4 @,@ 000 @-@ short @-@ ton ( 3 @,@ 600 t ) . Seven transverse bulkheads divided the hull with extensive strengthening for rigidity of the five decks to prevent hogging and sagging without use of visible hogging girders prevalent on older vessels of the type . Steel and asbestos were used in hull and superstructure , particularly in high exposure areas such as fire room and galley , whenever practical for fire protection .  ",-2.876186726093292
2946,"currents. A practical example is thermal hydraulics. This can be described by the formula: where On a microscopic scale, heat conduction occurs as hot, rapidly moving or vibrating atoms and molecules interact with neighboring atoms and molecules, transferring some of their energy (heat) to these neighboring particles. In other words, heat is transferred by conduction when adjacent atoms vibrate against one another, or as electrons move from one atom to another. Conduction is the most significant means of heat transfer within a solid or between solid objects in thermal contact. Fluids—especially gases—are less conductive. Thermal contact conductance is the study of heat conduction between solid bodies in contact. The process of heat transfer from one place to another place without the movement of particles is called conduction, such as when placing a hand on a cold glass of water—heat is conducted from the warm skin to the cold glass, but if the hand is held a few inches from the glass, little conduction would occur",-2.377344818115234
2947,"Heinrich Hertz. Hertz started his investigations with electrical oscillations of spark discharges. It was easy enough to produce spark discharges using induction coils but by adding capacitors in the circuit, he obtained a more pronounced effect. To this circuit he connected a secondary circuit, which too had a small gap in the circuit path. What happened next was almost magical. When the primary circuit sparked, the secondary circuit sparked too. He then disconnected the secondary circuit completely from the primary. Even without any physical wire connection, the effect remained unchanged. By adjusting the wire length of the secondary circuit, which was nothing more than passive elements of inductors and capacitors, he could make the secondary circuit spark in resonance with the primary circuit. Sparking in the primary circuit had generated electromagnetic waves that travelled to the secondary circuit a few metres away. Induction effect on the secondary circuit allowed it to spark faintly. Miraculously, Hertz had found a method to prove that electromagnetic waves do exist. He could detect them even if he couldn't see them. He had generated an electromagnetic wave from",-2.2167183494567873
2948," Current causes several observable effects , which historically were the means of recognising its presence . That water could be decomposed by the current from a voltaic pile was discovered by Nicholson and Carlisle in 1800 , a process now known as electrolysis . Their work was greatly expanded upon by Michael Faraday in 1833 . Current through a resistance causes localised heating , an effect James Prescott Joule studied mathematically in 1840 . One of the most important discoveries relating to current was made accidentally by Hans Christian Ørsted in 1820 , when , while preparing a lecture , he witnessed the current in a wire disturbing the needle of a magnetic compass . He had discovered electromagnetism , a fundamental interaction between electricity and <unk> . The level of electromagnetic emissions generated by electric arcing is high enough to produce electromagnetic interference , which can be detrimental to the workings of adjacent equipment .  ",-2.437908765077591
2949," In 1791 , Luigi Galvani published his discovery of <unk> , demonstrating that electricity was the medium by which neurons passed signals to the muscles . Alessandro Volta 's battery , or voltaic pile , of 1800 , made from alternating layers of zinc and copper , provided scientists with a more reliable source of electrical energy than the electrostatic machines previously used . The recognition of electromagnetism , the unity of electric and magnetic phenomena , is due to Hans Christian Ørsted and André @-@ Marie Ampère in 1819 @-@ 1820 ; Michael Faraday invented the electric motor in 1821 , and Georg Ohm mathematically analysed the electrical circuit in 1827 . Electricity and magnetism ( and light ) were definitively linked by James Clerk Maxwell , in particular in his "" On Physical Lines of Force "" in 1861 and 1862 .  ",-2.6398943662643433
2950," In the 6th century BC , the Greek philosopher Thales of Miletus experimented with amber rods and these experiments were the first studies into the production of electrical energy . While this method , now known as the triboelectric effect , can lift light objects and generate sparks , it is extremely inefficient . It was not until the invention of the voltaic pile in the eighteenth century that a viable source of electricity became available . The voltaic pile , and its modern descendant , the electrical battery , store energy chemically and make it available on demand in the form of electrical energy . The battery is a versatile and very common power source which is ideally suited to many applications , but its energy storage is finite , and once discharged it must be disposed of or recharged . For large electrical demands electrical energy must be generated and transmitted continuously over conductive transmission lines .  ",-2.000741299390793
2951," Humans , horses , and <unk> are among the few species that may grow their head hair very long . Humans are believed to have lost their fur 2 @.@ 5 – 3 million years ago when transitioning from a forest habitat to the open savanna , as an effect of natural selection , since this development made it possible to run fast and hunt animals close to the equator without getting overheated . An exception was however head hair , which was kept to provide thermal insulation of the scalp from the sun , to protect against ultra @-@ violet radiation exposure , and also to provide cooling ( when sweat evaporates from soaked hair ) . The ability to grow straight hair , has been observed among Homo sapiens sub @-@ groups in less sunny regions further away from the equator . Relative to kinky Afro @-@ textured hair , straight hair allows more UV light to pass to the scalp ( which is essential for the production of vitamin D , that is important for bone development ) .  ",-1.7826398575305937
2952,"the towels and rags to dry, then sat down next to the fire, facing him. ""Did Violet teach you to cook?"" Abby laughed, the low, husky sound Rourke had come to recognize. And love. ""I learned to cook out of necessity. My mother was sickly. She spent a lot of time in bed. So Carrie and I had to learn to do all the chores around the house. With my pa out in the fields with my grandpa, the care of the house and animals fell mostly to me. I kept us in food. With our mother's help, Carrie managed to keep us in clothes."" At the mention of her sister's name, Abby fell silent. ""You miss her, don't you?"" Abby nodded, swallowing the lump in her throat. ""It's the first time I can ever remember us being apart."" ""She'll be fine, Abby."" ""I hope so."" She licked her lips. ""Oh, I hope so."" Quickly changing the subject, Rourke asked, ""What about Violet? Didn't she help you with the chores?"" ""She did her best. Aunt Vi sang in",0.052107926197350024
2953,"and continued on with the stories by the fireplace. Red Fox slowly came down the stairs; his fur was all wet and shaggy. ""Oooh, that was a great bath!"" he shouted. ""It has been so long since I had a good hot bath like that."" The family just laughed and welcomed him to sit by the fireplace. Jane noticed that her mother-in-law was missing and went up the stairs to find her. Dorothy was in her old room stroking the pillowcase. She heard Jane coming and said, ""It has been years since I slept on a bed, it seems so strange to me."" Jane sat on the edge of the bed with Dorothy and gave her a big hug, promising that Sam would make everything the way it was. Dorothy put her feet in the bed and crawled up into a ball. Jane went down and told Sam about his mother. He rushed right up to her bedside to make sure that she was okay. Sam saw the state his mother was in, and ran to the phone and called a doctor. David",0.3759877096116543
2954," Steam engines appeared in the United States as a source of power in the late 18th century , and living in Delaware and Philadelphia meant Evans was exposed to early examples of their application there . John Fitch had launched the first rudimentary steamboat onto the Delaware River in the late 1780s , and the Philadelphia waterworks was by 1802 operating two low @-@ pressure steam engines to pump water from the Schuylkill River , but these were rare examples and most instances of this new technology were to be found in Europe . Much of the development of steam power had occurred in Great Britain , with Thomas Newcomen and James Watt instrumental in developing and commercializing steam power there and elsewhere in Europe , with several hundred of machines operating there in industrial and labor @-@ saving applications by 1800 .  ",-1.2493783283233642
2955," The Aire and Calder tried to work with the railways when they arrived in the 1840s , by making traffic agreements , but still suffered a significant drop in trade . Receipts dropped by one @-@ third between 1851 and 1856 . Thomas Hammond Bartholomew , the chief engineer , had been experimenting with steam power since 1813 , and steam paddle tugs had been operating on the system since 1831 . When he died in late 1852 , two @-@ thirds of the traffic was pulled by steam tugs . His son , William Hammond Bartholomew , replaced him and introduced tugs with propellers soon afterwards . These could tow ten keels , carrying 700 tons , but were held up at locks , as the keels had to be worked through one at a time . Between 1860 and 1867 , the locks from Goole to Castleford were extended to 206 by 22 feet ( 62 @.@ 8 by 6 @.@ 7 m ) to alleviate this .  ",-2.3340459096431734
2956," The launching of the steam @-@ powered ship of the line Napoléon by France in 1850 began an arms race between France and Britain that lasted for a decade . The destruction of a wooden Ottoman fleet by a Russian fleet firing explosive shells in the Battle of Sinop , early in the Crimean War , followed by the destruction of Russian coastal fortifications during the Battle of Kinburn in the Crimean War by French armoured floating batteries , and tests against armour plates , showed the superiority of ironclads over unarmoured ships . France 's launching in 1859 of the first ocean @-@ going ironclad warship , the wooden @-@ hulled Gloire , upset the balance of power by neutralising the British investment in wooden ships of the line and started an invasion scare in Britain , as the Royal Navy lacked any ships that could counter Gloire and her two sisters . The situation was perceived to be so serious that Queen Victoria asked the Admiralty if the navy was adequate for the tasks that it would have to perform in wartime . Warrior and her sister were ordered in response .  ",-2.3656540739536283
2957,"have time to get breakfast,"" Dad replied. Hunter thumped. ""Bunnies ready, hoomin's not."" ""Guess we've been told,"" Mom said. ""Food please,"" Hunter requested. Mom and Dad made their way to the kitchen to get the bunnies their breakfast, not wanting to interfere with Hunter's morning routine any longer. MOON MUSINGS Hunter peeked out of the Rabbit Room. He could see Mom was watching TV. He hopped out to join her. ""Hoomom', watching?"" the Rex Rabbit asked. Mom smiled. ""It's a scary movie about werewolves."" As if on cue, the werewolf howled. Hunter thumped. ""Why owwwwww?"" Mom explained werewolves and the full moon. ""Silly, not scary,"" Hunter shook his head and hopped back to the bunny room. A short time later, Mom walked by the bunny room and heard the rabbits talking. ""Howls at moon,"" Hunter was telling Zoomer and Ruger. ""Goes owwwwwwww at moon."" ""Wonder why,"" Ruger mused. ""It was just a movie,"" Zoomer yawned. ""Are you telling your brothers about the werewolf?"" Mom stuck her head in the door. Hunter nodded. ""Well tonight we'll have to see what phase the moon is in,"" Mom said. ""Maybe you",-0.21653993427753448
2958,"home, he was staring out of the kitchen window anxiously awaiting her arrival. ""I got mint chocolate chip,"" she said as soon as she walked in the door. Frank looked like he wanted to jump up and down and clap his hands and shout hurray. He had the bowls and spoons out, and he began digging the ice cream as soon as she put the carton down on the table. They ate their ice cream while watching wild animals on TV, and during one of the commercials, Frank turned to his daughter and said, ""You know something? You're good company."" He said this as though it was a brand-new realization for him, and in some way, maybe it was. She smiled graciously. ""So, have you given any thought to what you want to do with your life?"" he asked. She knew what he meant by this strange question. If he was more skilled at the art of conversation, he might say something like, ""Have you explored any new career options recently?"" ""I'm thinking of getting a certification in elementary",0.16951512218045536
2959,"be getting work as a cowboy any time soon!"" Zach joked. He was keen for the incident to be forgotten, Zhaan even more so. ""It smells like dinner's ready. Let's go and eat. Come on, Mikey. We'll get your hands washed."" After dinner the little boy ran to the window and pointed excitedly at Zhaan's motorhome parked outside. It was obvious that he wanted to take a look inside. His mother, unnerved by the incident with the horses, wasn't happy for Zhaan to wander off alone with the boy again and made motions to join them for the tour. ""Don't worry, Ann. I'll go with them and let you get cleared away,"" Alice suggested, to avoid Zhaan having to show his vehicle to Mikey's mother too. ""Thanks,"" Ann said with relief. Mikey was having the time of his life exploring the RV. Zhaan had made the mistake of showing him how the cupboard panels would open if he pressed his finger tip against them. He was now being led to each",-0.4317288252711296
2960,"helps him to a stool and gets him a beer. The other guy enters, also pretending to be blind. The bartender says, ""No dogs allowed, buddy."" ""But this is my Seeing Eye dog."" ""A Chihuahua?"" ""A Chihuahua?"" he says. ""They gave me a fucking Chihuahua?"" *** Did you hear about Randolph the Brown Nosed Reindeer? He was as fast as Rudolph but couldn't stop as quickly. *** A mother is walking her seven year old daughter down the street when they see two dogs fucking. ""Mommy,"" says the girl, ""what are they doing?"" ""The dog in front is sick and the one in back is pushing it to the hospital."" *** An old bull and a young bull are standing in a field. The young bull says, ""I have a great idea. Let's run down the hill, jump over the fence, swim across the river, climb up the bank to the pasture and fuck one of those cows."" ""I have a better idea,"" says the",0.17579171661287546
2961,"There was a dusky , little , pear-shaped apple -- from one of Uncle Stephen 's trees -- which was our favourite ; and next to it a delicious , juicy yellow apple from Aunt Louisa 's tree . We were also fond of the big sweet apples ; we used to throw them up in the air and let them fall on the ground until they were bruised and battered to the bursting point . Then we sucked on the juice ; sweeter was it than the nectar drunk by blissful gods on the Thessalian hill . Sometimes we worked until the cold yellow sunsets faded out over the darkening distances , and the hunter 's moon looked down on us through the sparkling air . The constellations of autumn scintillated above us . Peter and the Story Girl knew all about them , and imparted their knowledge to us generously . I recall Peter standing on the Pulpit Stone , one night ere moonrise , and pointing them out to us , occasionally having a difference of opinion with the Story Girl over the name of some particular star .",-1.6322884154319763
2962,"because it is so unusual' It was indeed a very good commercial variety for 70 years or so until it was in turn replaced. Today there are so many other varieties of equal or greater attraction to the public or that are easier to grow commercially, that more sturdy stemmed varieties have replaced it especially as its stem tended to snap in windy weather. Rosemore Gold is particularly worthy; it has a statuesque, beautiful firm and rich yellow daffodil with delightful strong foliage. It is a prolific daffodil and will reward you with many bulbs in just a few years. There is so much more I could say about the Wonderful World of Daffodils and my experience of growing them in Jersey. And there are so many more wonderful daffodils I could name. Many Jersey hedges and fields are endowed with delightful daffodils where farmers have either left a crop in a field or thrown a 'rogue' daffodil into a hedge where an odd one has got",-1.286280028820038
2963,"`` An apple tree -- and away back here ! '' exclaimed Anne delightedly . `` Yes , a veritable apple-bearing apple tree , too , here in the very midst of pines and beeches , a mile away from any orchard . I was here one day last spring and found it , all white with blossom . So I resolved I 'd come again in the fall and see if it had been apples . See , it 's loaded . They look good , too -- tawny as russets but with a dusky red cheek . Most wild seedlings are green and uninviting . '' `` I suppose it sprang years ago from some chance-sown seed , '' said Anne dreamily . `` And how it has grown and flourished and held its own here all alone among aliens , the brave determined thing ! '' `` Here 's a fallen tree with a cushion of moss . Sit down , Anne -- it will serve for a woodland throne . I 'll climb for some apples .",-1.4609855890274048
2964,"Not so much as a seed of those apples exists any longer . And , even in the old , old , half-forgotten times , before the garden of the Hesperides was overrun with weeds , a great many people doubted whether there could be real trees that bore apples of solid gold upon their branches . All had heard of them , but nobody remembered to have seen any . Children , nevertheless , used to listen , open-mouthed , to stories of the golden apple-tree , and resolved to discover it , when they should be big enough . Adventurous young men , who desired to do a braver thing than any of their fellows , set out in quest of this fruit . Many of them returned no more ; none of them brought back the apples . No wonder that they found it impossible to gather them ! It is said that there was a dragon beneath the tree , with a hundred terrible heads , fifty of which were always on the watch , while the other fifty slept .",-1.765534200668335
2965,"Near IR: quantitative determination of species such as proteins, fats, low low-molecular-weight hydrocarbons and water. Further use is obtained in the agricultural products, food, petroleum and chemical industries",-2.2719020235538485
2966,"coagulation it remained non-significant. Figure 10 illustrates that yield (quantitative attribute) was highest as affected by citric acid as coagulant; 80°C as coagulation temperature and CaCl2 (0.50% W/V) as additive while the process of coagulation. Karadbhajne and Bhoyarkar, (2010) found non-significant difference in terms of yield in Paneer made from buffalo milk (6 per cent milk fat, 9% SNF) using citric acid, lactic acid and tartaric acid as coagulants. While Parmar et al., (1989) reported similar results with regard to yield of Paneer prepared using citric acid as coagulant have also been documented in the literature. Agnihotri and Pal, 1996; Sharma et al., 2002.and Kumar et al., (2008) prepared Paneer using lactic acid as coagulant and reported more or less similar yield of the Paneer as recorded in present study using same coagulants. Moisture Table 9 contained data regarding moisture revealed that moisture content in Paneer as affected by coagulants was recorded to be 54.52±0.23% with SD 1.66 and variance 2.77 along-with range from 51.12 to 58.03% when citric acid was used as coagulant; 54.39±0.24 with SD 1.78 and variance 3.16 along-with",-3.199145772457123
2967,"fat content in low fat Paneer samples was highly affected by citric acid as coagulant; 80°C as coagulation temperature and CaCl2 (@1.00% W/V) as additive in the process of coagulation, of cow milk testing 3.5% fat. Fat on Dry Matter Basis (FDM) Table 10 elucidates that fat on dry matter basis in Paneer samples (FDM) was recorded to be 32.31±0.38% with SD 2.19 and variance 4.78 along-with range from 28.17 to 36.27% when citric acid was used as coagulant; 32.25±0.32% with SD 1.84 and variance 3.37 along-with range from 28.17 to 36.27% when lactic acid was used as coagulant and 32.23±0.32% with SD 1.81 and variance 3.27 along-with range from 28.31 to 36.06% when tartaric acid was used as coagulant respectively. Similarly fat on dry matter basis (FDM) as affected by coagulation temperature was observed to be 32.43±0.33 per cent with SD 1.91 and variance 3.63 along-with range from 28.17 to 36.27% when coagulation temperature was 70°C; 32.19±0.36% with SD 2.01 and variance 4.06 along-with range from 28.17 to 36.06% when coagulation temperature was 80°C; 32.34±0.36% with SD 2.03 and variance 4.11",-3.3267792177200315
2968,"mixture of impure gold, mercury, lead and their chlorides, according to Kelley is ""potable and no longer reducible into a body."" He then takes his 'purified' gold and says it is dissolved in distilled vinegar for three days. Gold is not soluble in acetic acid so by this he may mean that soluble material is separated from the gold by dissolution as the next stage is to filter off the liquid and evaporate it to give a gum which is then heated until a white vapour is seen. This is condensed into water and the product distilled to produce a flammable liquid, presumably concentrated acetic acid. The residue left behind in the distillation vessel is ""the oil of Mercury, in which the Sun can be dissolved.....This is the preparation of the true mercurial water, or the female."" It is difficult to see that this is other than an impure mixture of the decomposition products of lead and mercury acetates. If this contained sufficient metallic mercury it is possible that it could form an amalgam with gold, i.e. an",-2.85725182056427
2969," In 1949 , the neurologist António <unk> Moniz received the Physiology or Medicine Prize for his development of the prefrontal <unk> . The previous year Dr. Walter Freeman had developed a version of the procedure which was faster and easier to carry out . Due in part to the publicity surrounding the original procedure , Freeman 's procedure was prescribed without due consideration or regard for modern medical ethics . Endorsed by such influential publications as The New England Journal of Medicine , <unk> or "" lobotomy "" became so popular that about 5 @,@ 000 <unk> were performed in the United States in the three years immediately following Moniz 's receipt of the Prize .  ",-2.203156932592392
2970," The oldest known detailed record of the disease itself is in the <unk> , a Babylonian cuneiform medical text from 1067 – 1046 BC . This text gives signs and symptoms , details treatment and likely outcomes , and describes many features of the different seizure types . As the Babylonians had no biomedical understanding of the nature of disease , they attributed the seizures to possession by evil spirits and called for treating the condition through spiritual means . Around 900 BC , <unk> <unk> described epilepsy as loss of consciousness ; this definition was carried forward into the Ayurvedic text of Charaka Samhita ( about 400 BC ) .  ",-1.795699577331543
2971," Designed by Lawford & Nelson , Architects , the building was a long ( 252 feet ( 77 m ) x 113 feet ( 34 m ) ) wide , two @-@ story brick edifice with a 52 feet ( 16 m ) -high pitched roof supported from within by curving wooden trusses , which arched over the entire width of the structure . Tall , round @-@ arched windows punctuated its length and illuminated its interior , while evening skating was made possible by 500 gas @-@ jet lighting fixtures set in coloured glass globes . At a later date , the lighting was converted to electric , making the building the first in Canada to be electrified .  ",-2.0844682109355928
2972," The period was also renowned for ceramics and <unk> major production centers for porcelain were the imperial kilns at <unk> in Jiangxi province and Dehua in Fujian province . The Dehua porcelain factories catered to European tastes by creating Chinese export porcelain by the 16th century . Individual potters also became known , such as He <unk> , who became famous in the early 17th century for his style of white porcelain sculpture . In The Ceramic Trade in Asia , <unk> Ho estimates that about 16 % of late Ming era Chinese ceramic exports were sent to Europe , while the rest were destined for Japan and South East Asia .  ",-1.620982257127762
2973," The art of glass making is thought to have developed during Ahmose 's reign . The oldest samples of glass appear to have been defective pieces of faience , but intentional crafting of glass did not occur until the beginning of the 18th dynasty . One of the earliest glass beads found contains the names of both Ahmose and Amenhotep I , written in a style dated to about the time of their reigns . If glassmaking was developed no earlier than Ahmose 's reign and the first objects are dated to no later than his successor 's reign , it is quite likely that it was one of his subjects who developed the craft .  ",-1.5295233857631683
2974," Scholars are divided as to whether pottery was invented in the Four Corners region or introduced from the south . Specimens of shallow , unfired clay bowls found at Canyon de Chelly indicate the innovation might have been derived from using clay bowls to <unk> seeds . Repeated uses rendered these bowls hard and impervious to water , which might represent the first fired pottery in the region . An alternate theory suggests that pottery originated in the Mogollon Rim area to the south , where brown @-@ paste bowls were used during the first few centuries of the common era . Others believe pottery was introduced to Mesa Verde from Mexico , c . 300 CE . There is no evidence of ancient pottery markets in the region , but archeologists believe that local potters exchanged decorative wares between families . Cooking pots made with crushed igneous rock tempers from places like Ute Mountain were more resilient and desirable , and Puebloans from throughout the region traded for them .  ",-1.7840711569786072
